timestamp ba_x ba_y ba_z bg_x bg_y bg_z
515.084000 0.12623497 0.00114693 -0.01430695 -0.00192529 0.00196505 0.00205837
515.828000 0.12691727 0.00159638 -0.01410998 -0.00190864 0.00197604 0.00207157
517.692000 0.12689729 0.00164159 -0.01408177 -0.00190926 0.00197309 0.00207978
518.328000 0.12691196 0.00168835 -0.01407924 -0.00190960 0.00197353 0.00208232
519.076000 0.12693544 0.00163133 -0.01407562 -0.00191041 0.00197339 0.00208496
519.516000 0.13364430 0.00022533 -0.01258352 -0.00196572 0.00199883 0.00216292
519.944000 0.13508138 0.00049168 -0.01221491 -0.00196009 0.00201423 0.00215923
521.568000 0.13494350 0.00036831 -0.01203142 -0.00201931 0.00201064 0.00217269
521.752000 0.13555052 0.00028421 -0.01183268 -0.00202533 0.00201479 0.00217182
522.568000 0.13560588 0.00021184 -0.01173791 -0.00205861 0.00201902 0.00215916
523.052000 0.13634753 0.00018312 -0.01149164 -0.00206307 0.00202898 0.00217656
523.200000 0.13650392 0.00009927 -0.01144720 -0.00205729 0.00202817 0.00215325
523.336000 0.13638103 -0.00009872 -0.01143598 -0.00206869 0.00203087 0.00216569
523.624000 0.13676118 0.00015600 -0.01139202 -0.00206776 0.00203917 0.00216107
523.828000 0.13728887 0.00014585 -0.01123968 -0.00206967 0.00203878 0.00215177
524.004000 0.13714744 0.00013488 -0.01123700 -0.00208476 0.00203800 0.00214876
524.316000 0.13767508 0.00016045 -0.01106724 -0.00208917 0.00204578 0.00214716
524.464000 0.13818509 0.00013348 -0.01095093 -0.00209109 0.00204998 0.00210621
524.608000 0.13835742 0.00015560 -0.01087781 -0.00209516 0.00205048 0.00209475
524.840000 0.13866952 0.00013464 -0.01077741 -0.00210229 0.00205049 0.00208654
525.500000 0.13920818 0.00028433 -0.01057383 -0.00211259 0.00206316 0.00206642
525.824000 0.13938061 0.00042370 -0.01045960 -0.00212068 0.00206924 0.00209793
526.004000 0.13953097 0.00041739 -0.01043314 -0.00212554 0.00207571 0.00210955
526.228000 0.13988543 0.00033607 -0.01031130 -0.00212846 0.00207375 0.00212034
526.616000 0.14040338 0.00036227 -0.01014676 -0.00212804 0.00207574 0.00214202
526.768000 0.14036352 0.00047678 -0.01013390 -0.00213669 0.00207828 0.00218267
527.160000 0.14092564 0.00048767 -0.00995700 -0.00214031 0.00208609 0.00219338
527.364000 0.14129802 0.00027158 -0.00981082 -0.00216477 0.00207899 0.00221615
527.620000 0.14155894 0.00033121 -0.00969015 -0.00217231 0.00208641 0.00229087
527.900000 0.14177166 0.00036589 -0.00961764 -0.00216804 0.00209303 0.00233624
528.200000 0.14256154 0.00040204 -0.00937888 -0.00216896 0.00209629 0.00234254
529.084000 0.14344122 0.00045434 -0.00905705 -0.00218633 0.00210913 0.00233730
530.804000 0.14472607 0.00061583 -0.00854265 -0.00223163 0.00213412 0.00224927
531.416000 0.14558140 0.00060792 -0.00821641 -0.00224077 0.00214479 0.00234502
531.588000 0.14597363 0.00062568 -0.00809651 -0.00222877 0.00214833 0.00233633
531.796000 0.14629100 0.00069090 -0.00802687 -0.00223250 0.00215723 0.00234148
532.140000 0.14691250 0.00091230 -0.00785578 -0.00221802 0.00217348 0.00236625
532.372000 0.14727273 0.00077900 -0.00771218 -0.00222757 0.00216759 0.00234688
532.648000 0.14757901 0.00083950 -0.00759773 -0.00223761 0.00217358 0.00233537
532.876000 0.14796724 0.00072901 -0.00743950 -0.00225693 0.00217314 0.00236451
533.104000 0.14826736 0.00066993 -0.00727812 -0.00227479 0.00217367 0.00240053
533.688000 0.14938598 0.00090830 -0.00694304 -0.00225793 0.00219638 0.00242085
533.828000 0.14956817 0.00099699 -0.00687255 -0.00225097 0.00220057 0.00240955
534.000000 0.14950123 0.00097527 -0.00687320 -0.00226759 0.00220007 0.00240080
534.240000 0.14985661 0.00094223 -0.00674946 -0.00227019 0.00220573 0.00238956
534.352000 0.14947794 0.00101368 -0.00685060 -0.00226336 0.00220373 0.00234171
534.856000 0.15048653 0.00103717 -0.00654951 -0.00226461 0.00221388 0.00228475
535.428000 0.15046761 0.00113851 -0.00650265 -0.00227343 0.00222252 0.00221596
536.076000 0.15059434 0.00094233 -0.00639817 -0.00229792 0.00221523 0.00228127
536.316000 0.15040114 0.00097529 -0.00642844 -0.00230074 0.00222674 0.00224610
536.508000 0.15102877 0.00099479 -0.00623389 -0.00230455 0.00223263 0.00224218
537.540000 0.15207427 0.00091791 -0.00592079 -0.00229175 0.00222541 0.00222616
537.892000 0.15284379 0.00113123 -0.00558369 -0.00230666 0.00224056 0.00226352
